Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 05:00:00+00:00,6.444463104990877,6.476771408957385,6.412758709627229,6.461976051330566,493729600,0.0,0.0
2010-01-05 05:00:00+00:00,6.479791817890318,6.509684489580267,6.4390283874292535,6.473148822784424,601904800,0.0,0.0
2010-01-06 05:00:00+00:00,6.473148420420816,6.498814133136769,6.363541426846333,6.370184421539307,552160000,0.0,0.0
2010-01-07 05:00:00+00:00,6.393736705146056,6.401285563524055,6.312210647236879,6.358408451080322,477131200,0.0,0.0
2010-01-08 05:00:00+00:00,6.349953428746653,6.401284853738725,6.312512707916484,6.400680541992188,447610800,0.0,0.0
2010-01-11 05:00:00+00:00,6.425440591219895,6.431479677440303,6.294093691072196,6.344217300415039,462229600,0.0,0.0
2010-01-12 05:00:00+00:00,6.316436930639396,6.333950683350437,6.232798007597672,6.272050857543945,594459600,0.0,0.0
2010-01-13 05:00:00+00:00,6.276580373578103,6.368975559357484,6.162746031215899,6.360520839691162,605892000,0.0,0.0
2010-01-14 05:00:00+00:00,6.344217586457972,6.354785584676894,6.311304968216081,6.3236846923828125,432894000,0.0,0.0
2010-01-15 05:00:00+00:00,6.36897632288166,6.389207261651393,6.21619107031312,6.218002796173096,594067600,0.0,0.0
2010-01-19 05:00:00+00:00,6.290471218462876,6.497607070344667,6.257559402868686,6.493077754974365,730007600,0.0,0.0
2010-01-20 05:00:00+00:00,6.489152303472767,6.508476979109165,6.325799028346179,6.393133640289307,612152800,0.0,0.0
2010-01-21 05:00:00+00:00,6.403701148036356,6.44084032153524,6.2566522099880855,6.282619476318359,608154400,0.0,0.0
2010-01-22 05:00:00+00:00,6.243670915322486,6.2654108277329374,5.953197610610633,5.971012115478516,881767600,0.0,0.0
2010-01-25 05:00:00+00:00,6.114736166286034,6.180862137162161,6.044684386669879,6.131645202636719,1065699600,0.0,0.0
2010-01-26 05:00:00+00:00,6.218607542119209,6.4529188773632535,6.116851344808862,6.218305587768555,1867110000,0.0,0.0
2010-01-27 05:00:00+00:00,6.245782232298536,6.358408375964637,6.024756499321473,6.276883125305176,1722568400,0.0,0.0
2010-01-28 05:00:00+00:00,6.1878079727393205,6.205018560448544,5.999694487341585,6.0175089836120605,1173502400,0.0,0.0
2010-01-29 05:00:00+00:00,6.071558212282649,6.105376286644588,5.744548971162415,5.799201488494873,1245952400,0.0,0.0
2010-02-01 05:00:00+00:00,5.808563584130916,5.918170609237211,5.776255270570779,5.879823207855225,749876400,0.0,0.0
2010-02-02 05:00:00+00:00,5.915451557984568,5.927831280973209,5.839058733694913,5.913941383361816,698342400,0.0,0.0
2010-02-03 05:00:00+00:00,5.893108727286137,6.044988559038216,5.870462551369013,6.01569938659668,615328000,0.0,0.0
2010-02-04 05:00:00+00:00,5.940211197490782,5.989730900705924,5.784406796589004,5.798900604248047,757652000,0.0,0.0
2010-02-05 05:00:00+00:00,5.816411513039528,5.91816767350077,5.762664464373315,5.901862144470215,850306800,0.0,0.0
2010-02-08 05:00:00+00:00,5.908809971575031,5.974936365562355,5.8577804896938686,5.861403942108154,478270800,0.0,0.0
2010-02-09 05:00:00+00:00,5.93085134988144,5.963461612660653,5.880426183996609,5.923906803131104,632886800,0.0,0.0
2010-02-10 05:00:00+00:00,5.914849339461655,5.936288506662173,5.865632381031026,5.891599655151367,370361600,0.0,0.0
2010-02-11 05:00:00+00:00,5.884350971583488,6.031399496110931,5.859591121188285,5.998788833618164,550345600,0.0,0.0
2010-02-12 05:00:00+00:00,5.981881186917796,6.088469067937566,5.903073109013515,6.050423622131348,655468800,0.0,0.0
2010-02-16 05:00:00+00:00,6.0975256242174245,6.150366417093401,6.084843946807301,6.141610145568848,543737600,0.0,0.0
2010-02-17 05:00:00+00:00,6.165464716416405,6.169088168583453,6.06491593449744,6.115945816040039,436396800,0.0,0.0
2010-02-18 05:00:00+00:00,6.088164860915477,6.156405728678853,6.066726911195186,6.127418518066406,422825200,0.0,0.0
2010-02-19 05:00:00+00:00,6.095111124072389,6.135571795547096,6.072464548939206,6.089373588562012,415469600,0.0,0.0
2010-02-22 05:00:00+00:00,6.1096039639973005,6.114434829768983,6.014490372950572,6.051629543304443,390563600,0.0,0.0
2010-02-23 05:00:00+00:00,6.038950255249654,6.0791093877102105,5.909415031354673,5.9501776695251465,575094800,0.0,0.0
2010-02-24 05:00:00+00:00,5.985502360217772,6.082427664114287,5.973726143816244,6.058876037597656,460566400,0.0,0.0
2010-02-25 05:00:00+00:00,5.95983697980586,6.125303884473241,5.945041624064261,6.099336624145508,665126000,0.0,0.0
2010-02-26 05:00:00+00:00,6.110812040656064,6.195055285778347,6.099338178882257,6.17844820022583,507460800,0.0,0.0
